Data	MoNbTaWV_2D_karkea
Recipe	MISAC3
Points	3696
X-Resolution	1.000000
	       Raw	  RawLevel	    Normal	     Rough	      Wavi
918	  -93572.6	    274343	    274290	    274290	    274290
919	  -93768.9	    274514	    274464	    274464	    274464
920	  -93937.2	    274702	    274643	    274643	    274643
921	  -94104.1	    274888	    274825	    274825	    274825
922	  -94276.3	    275070	    275007	    275007	    275007
923	  -94452.6	    275246	    275187	    275187	    275187
924	  -94634.7	    275423	    275370	    275370	    275370
925	  -94810.3	    275612	    275555	    275555	    275555
926	  -94965.3	    275811	    275740	    275740	    275740
927	  -95122.8	    275994	    275919	    275919	    275919
928	  -95314.1	    276155	    276091	    276091	    276091
929	  -95512.3	    276316	    276258	    276258	    276258
930	  -95703.3	    276484	    276423	    276423	    276423
931	  -95885.6	    276654	    276586	    276586	    276586
932	  -96075.4	    276810	    276747	    276747	    276747
933	  -96287.4	    276959	    276909	    276909	    276909
934	  -96485.1	    277130	    277074	    277074	    277074
935	  -96653.2	    277309	    277240	    277240	    277240
936	  -96840.5	    277470	    277405	    277405	    277405
937	  -97043.3	    277628	    277567	    277567	    277567
938	    -97236	    277790	    277725	    277725	    277725
939	  -97430.1	    277948	    277881	    277881	    277881
940	  -97631.1	    278099	    278033	    278033	    278033
941	  -97841.1	    278242	    278182	    278182	    278182
942	  -98055.9	    278387	    278331	    278331	    278331
943	  -98260.3	    278540	    278482	    278482	    278482
944	  -98460.5	    278697	    278636	    278636	    278636
945	    -98657	    278855	    278792	    278792	    278792
946	  -98856.1	    279010	    278947	    278947	    278947
947	    -99059	    279163	    279101	    279101	    279101
948	  -99260.8	    279317	    279254	    279254	    279254
949	    -99462	    279469	    279407	    279407	    279407
950	  -99668.5	    279620	    279559	    279559	    279559
951	  -99868.9	    279776	    279710	    279710	    279710
952	   -100067	    279924	    279859	    279859	    279859
953	   -100287	    280065	    280007	    280007	    280007
954	   -100497	    280214	    280157	    280157	    280157
955	   -100697	    280372	    280309	    280309	    280309
956	   -100893	    280527	    280462	    280462	    280462
957	   -101097	    280678	    280614	    280614	    280614
958	   -101303	    280829	    280765	    280765	    280765
959	   -101506	    280979	    280914	    280914	    280914
960	   -101715	    281123	    281062	    281062	    281062
961	   -101929	    281269	    281212	    281212	    281212
962	   -102132	    281423	    281364	    281364	    281364
963	   -102332	    281583	    281518	    281518	    281518
964	   -102522	    281743	    281671	    281671	    281671
965	   -102725	    281884	    281820	    281820	    281820
966	   -102952	    282024	    281968	    281968	    281968
967	   -103153	    282182	    282116	    282116	    282116
968	   -103346	    282337	    282261	    282261	    282261
969	   -103557	    282471	    282398	    282398	    282398
970	   -103792	    282593	    282527	    282527	    282527
971	   -104025	    282713	    282655	    282655	    282655
972	   -104263	    282839	    282787	    282787	    282787
973	   -104480	    282983	    282925	    282925	    282925
974	   -104685	    283132	    283068	    283068	    283068
975	   -104893	    283278	    283214	    283214	    283214
976	   -105104	    283421	    283361	    283361	    283361
977	   -105319	    283566	    283512	    283512	    283512
978	   -105524	    283727	    283668	    283668	    283668
979	   -105705	    283897	    283826	    283826	    283826
980	   -105896	    284056	    283981	    283981	    283981
981	   -106099	    284201	    284128	    284128	    284128
982	   -106320	    284331	    284269	    284269	    284269
983	   -106550	    284467	    284410	    284410	    284410
984	   -106758	    284615	    284553	    284553	    284553
985	   -106964	    284766	    284696	    284696	    284696
986	   -107167	    284914	    284835	    284835	    284835
987	   -107380	    285040	    284967	    284967	    284967
988	   -107631	    285150	    285097	    285097	    285097
989	   -107870	    285283	    285229	    285229	    285229
990	   -108070	    285433	    285366	    285366	    285366
991	   -108282	    285574	    285502	    285502	    285502
992	   -108500	    285709	    285633	    285633	    285633
993	   -108724	    285832	    285754	    285754	    285754
994	   -108967	    285936	    285865	    285865	    285865
995	   -109229	    286034	    285971	    285971	    285971
996	   -109482	    286138	    286077	    286077	    286077
997	   -109732	    286244	    286188	    286188	    286188
998	   -109979	    286363	    286306	    286306	    286306
999	   -110202	    286493	    286430	    286430	    286430
1000	   -110432	    286618	    286558	    286558	    286558
1001	   -110664	    286757	    286688	    286688	    286688
1002	   -110861	    286899	    286812	    286812	    286812
1003	   -111095	    287004	    286927	    286927	    286927
1004	   -111365	    287096	    287034	    287034	    287034
1005	   -111621	    287193	    287143	    287143	    287143
1006	   -111882	    287309	    287261	    287261	    287261
1007	   -112094	    287452	    287389	    287389	    287389
1008	   -112307	    287592	    287522	    287522	    287522
1009	   -112527	    287726	    287653	    287653	    287653
1010	   -112748	    287854	    287779	    287779	    287779
1011	   -112986	    287969	    287900	    287900	    287900
1012	   -113229	    288081	    288019	    288019	    288019
1013	   -113474	    288199	    288140	    288140	    288140
1014	   -113701	    288330	    288264	    288264	    288264
1015	   -113922	    288461	    288389	    288389	    288389
1016	   -114151	    288583	    288510	    288510	    288510
1017	   -114392	    288695	    288627	    288627	    288627
1018	   -114639	    288807	    288741	    288741	    288741
1019	   -114877	    288923	    288856	    288856	    288856
1020	   -115118	    289036	    288971	    288971	    288971
1021	   -115362	    289152	    289088	    289088	    289088
1022	   -115595	    289274	    289205	    289205	    289205
1023	   -115832	    289390	    289322	    289322	    289322
1024	   -116073	    289503	    289438	    289438	    289438
1025	   -116317	    289619	    289555	    289555	    289555
1026	   -116551	    289744	    289670	    289670	    289670
1027	   -116778	    289860	    289780	    289780	    289780
1028	   -117033	    289954	    289883	    289883	    289883
1029	   -117304	    290045	    289984	    289984	    289984
1030	   -117560	    290150	    290084	    290084	    290084
1031	   -117802	    290259	    290185	    290185	    290185
1032	   -118053	    290355	    290284	    290284	    290284
1033	   -118326	    290443	    290383	    290383	    290383
1034	   -118586	    290546	    290485	    290485	    290485
1035	   -118828	    290658	    290591	    290591	    290591
1036	   -119075	    290769	    290698	    290698	    290698
1037	   -119314	    290883	    290799	    290799	    290799
1038	   -119560	    290974	    290890	    290890	    290890
1039	   -119848	    291041	    290972	    290972	    290972
1040	   -120139	    291113	    291051	    291051	    291051
1041	   -120410	    291197	    291130	    291130	    291130
1042	   -120684	    291277	    291212	    291212	    291212
1043	   -120961	    291359	    291298	    291298	    291298
1044	   -121229	    291454	    291389	    291389	    291389
1045	   -121481	    291554	    291481	    291481	    291481
1046	   -121742	    291644	    291571	    291571	    291571
1047	   -122011	    291729	    291657	    291657	    291657
1048	   -122284	    291809	    291742	    291742	    291742
1049	   -122562	    291890	    291827	    291827	    291827
1050	   -122834	    291978	    291915	    291915	    291915
1051	   -123096	    292073	    292008	    292008	    292008
1052	   -123354	    292173	    292104	    292104	    292104
1053	   -123605	    292274	    292200	    292200	    292200
1054	   -123864	    292367	    292293	    292293	    292293
1055	   -124133	    292454	    292381	    292381	    292381
1056	   -124401	    292539	    292463	    292463	    292463
1057	   -124673	    292615	    292541	    292541	    292541
1058	   -124962	    292681	    292618	    292618	    292618
1059	   -125253	    292756	    292699	    292699	    292699
1060	   -125521	    292849	    292787	    292787	    292787
1061	   -125776	    292951	    292881	    292881	    292881
1062	   -126026	    293053	    292973	    292973	    292973
1063	   -126285	    293142	    293057	    293057	    293057
1064	   -126564	    293210	    293130	    293130	    293130
1065	   -126862	    293264	    293197	    293197	    293197
1066	   -127167	    293323	    293263	    293263	    293263
1067	   -127451	    293401	    293331	    293331	    293331
1068	   -127720	    293480	    293399	    293399	    293399
1069	   -128008	    293539	    293464	    293464	    293464
1070	   -128317	    293588	    293528	    293528	    293528
1071	   -128619	    293654	    293598	    293598	    293598
1072	   -128891	    293741	    293675	    293675	    293675
1073	   -129155	    293830	    293755	    293755	    293755
1074	   -129426	    293912	    293833	    293833	    293833
1075	   -129701	    293985	    293905	    293905	    293905
1076	   -129995	    294044	    293969	    293969	    293969
1077	   -130296	    294100	    294028	    294028	    294028
1078	   -130593	    294158	    294085	    294085	    294085
1079	   -130891	    294213	    294138	    294138	    294138
1080	   -131197	    294261	    294191	    294191	    294191
1081	   -131507	    294310	    294243	    294243	    294243
1082	   -131807	    294366	    294296	    294296	    294296
1083	   -132105	    294422	    294350	    294350	    294350
1084	   -132407	    294475	    294404	    294404	    294404
1085	   -132712	    294527	    294457	    294457	    294457
1086	   -133012	    294583	    294511	    294511	    294511
1087	   -133311	    294636	    294569	    294569	    294569
1088	   -133619	    294682	    294639	    294639	    294639
1089	   -133931	    294750	    294733	    294733	    294733
1090	   -134182	    294915	    294843	    294843	    294843
1091	   -134287	    295120	    294932	    294932	    294932
1092	   -134503	    295135	    294962	    294962	    294962
1093	   -135023	    294986	    294941	    294941	    294941
1094	   -135506	    294921	    294914	    294914	    294914
1095	   -135834	    294956	    294915	    294915	    294915
1096	   -136145	    295009	    294946	    294946	    294946
1097	   -136436	    295068	    294990	    294990	    294990
1098	   -136739	    295115	    295036	    295036	    295036
1099	   -137057	    295150	    295078	    295078	    295078
1100	   -137381	    295188	    295120	    295120	    295120
1101	   -137688	    295235	    295161	    295161	    295161
1102	   -137999	    295277	    295201	    295201	    295201
1103	   -138318	    295314	    295237	    295237	    295237
1104	   -138635	    295349	    295267	    295267	    295267
1105	   -138962	    295370	    295290	    295290	    295290
1106	   -139308	    295380	    295308	    295308	    295308
1107	   -139651	    295396	    295325	    295325	    295325
1108	   -139987	    295414	    295343	    295343	    295343
1109	   -140325	    295432	    295363	    295363	    295363
1110	   -140663	    295453	    295387	    295387	    295387
1111	   -140992	    295483	    295415	    295415	    295415
1112	   -141313	    295518	    295448	    295448	    295448
1113	   -141632	    295554	    295483	    295483	    295483
1114	   -141953	    295593	    295521	    295521	    295521
1115	   -142263	    295637	    295557	    295557	    295557
1116	   -142578	    295670	    295590	    295590	    295590
1117	   -142911	    295694	    295617	    295617	    295617
1118	   -143240	    295716	    295639	    295639	    295639
1119	   -143579	    295733	    295658	    295658	    295658
1120	   -143918	    295751	    295672	    295672	    295672
1121	   -144254	    295764	    295681	    295681	    295681
1122	   -144607	    295761	    295685	    295685	    295685
1123	   -144973	    295753	    295689	    295689	    295689
1124	   -145334	    295754	    295700	    295700	    295700
1125	   -145678	    295783	    295723	    295723	    295723
1126	   -145977	    295835	    295753	    295753	    295753
1127	   -146288	    295869	    295780	    295780	    295780
1128	   -146627	    295881	    295801	    295801	    295801
1129	   -146977	    295886	    295816	    295816	    295816
1130	   -147328	    295900	    295829	    295829	    295829
1131	   -147655	    295924	    295840	    295840	    295840
1132	   -147994	    295931	    295844	    295844	    295844
1133	   -148359	    295921	    295840	    295840	    295840
1134	   -148726	    295908	    295829	    295829	    295829
1135	   -149096	    295891	    295813	    295813	    295813
1136	   -149475	    295869	    295793	    295793	    295793
1137	   -149850	    295850	    295769	    295769	    295769
1138	   -150221	    295829	    295737	    295737	    295737
1139	   -150608	    295782	    295696	    295696	    295696
1140	   -151036	    295715	    295650	    295650	    295650
1141	   -151451	    295666	    295606	    295606	    295606
1142	   -151837	    295642	    295571	    295571	    295571
1143	   -152208	    295614	    295545	    295545	    295545
1144	   -152612	    295585	    295528	    295528	    295528
1145	   -152965	    295594	    295518	    295518	    295518
1146	   -153301	    295597	    295509	    295509	    295509
1147	   -153681	    295571	    295497	    295497	    295497
1148	   -154064	    295552	    295484	    295484	    295484
1149	   -154426	    295547	    295471	    295471	    295471
1150	   -154784	    295541	    295456	    295456	    295456
1151	   -155152	    295523	    295434	    295434	    295434
1152	   -155535	    295486	    295404	    295404	    295404
1153	   -155944	    295437	    295372	    295372	    295372
1154	   -156339	    295405	    295345	    295345	    295345
1155	   -156715	    295397	    295325	    295325	    295325
1156	   -157057	    295398	    295304	    295304	    295304
1157	   -157435	    295366	    295277	    295277	    295277
1158	   -157840	    295317	    295243	    295243	    295243
1159	   -158243	    295273	    295209	    295209	    295209
1160	   -158638	    295247	    295180	    295180	    295180
1161	   -158994	    295243	    295153	    295153	    295153
1162	   -159362	    295211	    295120	    295120	    295120
1163	   -159782	    295154	    295079	    295079	    295079
1164	   -160182	    295109	    295033	    295033	    295033
1165	   -160583	    295063	    294985	    294985	    294985
1166	   -160986	    295014	    294935	    294935	    294935
1167	   -161395	    294961	    294885	    294885	    294885
1168	   -161804	    294910	    294833	    294833	    294833
1169	   -162205	    294863	    294779	    294779	    294779
1170	   -162613	    294804	    294723	    294723	    294723
1171	   -163039	    294733	    294667	    294667	    294667
1172	   -163465	    294677	    294619	    294619	    294619
1173	   -163851	    294652	    294580	    294580	    294580
1174	   -164221	    294633	    294545	    294545	    294545
1175	   -164606	    294593	    294506	    294506	    294506
1176	   -165021	    294537	    294463	    294463	    294463
1177	   -165427	    294492	    294418	    294418	    294418
1178	   -165816	    294457	    294370	    294370	    294370
1179	   -166209	    294409	    294314	    294314	    294314
1180	   -166634	    294335	    294247	    294247	    294247
1181	   -167073	    294253	    294170	    294170	    294170
1182	   -167508	    294170	    294084	    294084	    294084
1183	   -167953	    294070	    293995	    293995	    293995
1184	   -168428	    293967	    293909	    293909	    293909
1185	   -168857	    293905	    293828	    293828	    293828
1186	   -169253	    293846	    293745	    293745	    293745
1187	   -169703	    293741	    293655	    293655	    293655
1188	   -170186	    293623	    293561	    293561	    293561
1189	   -170641	    293536	    293470	    293470	    293470
1190	   -171060	    293469	    293385	    293385	    293385
1191	   -171490	    293387	    293299	    293299	    293299
1192	   -171943	    293289	    293209	    293209	    293209
1193	   -172399	    293190	    293118	    293118	    293118
1194	   -172851	    293099	    293031	    293031	    293031
1195	   -173287	    293025	    292948	    292948	    292948
1196	   -173706	    292960	    292860	    292860	    292860
1197	   -174130	    292875	    292754	    292754	    292754
1198	   -174603	    292731	    292621	    292621	    292621
1199	   -175155	    292537	    292471	    292471	    292471
1200	   -175703	    292366	    292325	    292325	    292325
1201	   -176188	    292250	    292200	    292200	    292200
1202	   -176631	    292168	    292096	    292096	    292096
1203	   -177059	    292090	    292000	    292000	    292000
1204	   -177503	    291994	    291901	    291901	    291901
1205	   -177971	    291879	    291793	    291793	    291793
1206	   -178448	    291757	    291681	    291681	    291681
1207	   -178928	    291636	    291573	    291573	    291573
1208	   -179399	    291534	    291477	    291477	    291477
1209	   -179826	    291469	    291392	    291392	    291392
1210	   -180234	    291406	    291307	    291307	    291307
1211	   -180676	    291311	    291213	    291213	    291213
1212	   -181145	    291194	    291105	    291105	    291105
1213	   -181627	    291069	    290988	    290988	    290988
1214	   -182104	    290948	    290864	    290864	    290864
1215	   -182579	    290822	    290735	    290735	    290735
1216	   -183076	    290681	    290605	    290605	    290605
1217	   -183575	    290545	    290476	    290476	    290476
1218	   -184050	    290428	    290352	    290352	    290352
1219	   -184518	    290316	    290228	    290228	    290228
1220	   -184983	    290197	    290097	    290097	    290097
1221	   -185482	    290047	    289957	    289957	    289957
1222	   -186005	    289882	    289810	    289810	    289810
1223	   -186519	    289732	    289666	    289666	    289666
1224	   -187006	    289603	    289527	    289527	    289527
1225	   -187487	    289477	    289393	    289393	    289393
1226	   -187971	    289347	    289256	    289256	    289256
1227	   -188461	    289206	    289112	    289112	    289112
1228	   -188975	    289046	    288958	    288958	    288958
1229	   -189494	    288881	    288798	    288798	    288798
1230	   -190019	    288713	    288634	    288634	    288634
1231	   -190540	    288551	    288468	    288468	    288468
1232	   -191050	    288392	    288296	    288296	    288296
1233	   -191578	    288209	    288116	    288116	    288116
1234	   -192143	    288004	    287932	    287932	    287932
1235	   -192693	    287817	    287751	    287751	    287751
1236	   -193217	    287652	    287576	    287576	    287576
1237	   -193732	    287492	    287404	    287404	    287404
1238	   -194252	    287324	    287229	    287229	    287229
1239	   -194784	    287137	    287048	    287048	    287048
1240	   -195354	    286932	    286864	    286864	    286864
1241	   -195894	    286754	    286686	    286686	    286686
1242	   -196414	    286593	    286518	    286518	    286518
1243	   -196923	    286437	    286355	    286355	    286355
1244	   -197439	    286278	    286195	    286195	    286195
1245	   -197954	    286121	    286030	    286030	    286030
1246	   -198461	    285958	    285859	    285859	    285859
1247	   -199010	    285762	    285681	    285681	    285681
1248	   -199571	    285566	    285504	    285504	    285504
1249	   -200098	    285407	    285334	    285334	    285334
1250	   -200580	    285267	    285167	    285167	    285167
1251	   -201115	    285086	    284996	    284996	    284996
1252	   -201656	    284904	    284817	    284817	    284817
1253	   -202187	    284721	    284633	    284633	    284633
1254	   -202746	    284520	    284447	    284447	    284447
1255	   -203294	    284336	    284265	    284265	    284265
1256	   -203812	    284171	    284088	    284088	    284088
1257	   -204343	    284001	    283910	    283910	    283910
1258	   -204855	    283833	    283722	    283722	    283722
1259	   -205411	    283617	    283520	    283520	    283520
1260	   -206028	    283371	    283310	    283310	    283310
1261	   -206590	    283178	    283102	    283102	    283102
1262	   -207103	    283005	    282889	    282889	    282889
1263	   -207675	    282772	    282663	    282663	    282663
1264	   -208314	    282494	    282427	    282427	    282427
1265	   -208932	    282247	    282196	    282196	    282196
1266	   -209493	    282050	    281980	    281980	    281980
1267	   -210024	    281868	    281773	    281773	    281773
1268	   -210584	    281661	    281565	    281565	    281565
1269	   -211157	    281441	    281347	    281347	    281347
1270	   -211740	    281211	    281120	    281120	    281120
1271	   -212336	    280970	    280887	    280887	    280887
1272	   -212938	    280728	    280653	    280653	    280653
1273	   -213520	    280506	    280419	    280419	    280419
1274	   -214089	    280286	    280180	    280180	    280180
1275	   -214687	    280032	    279928	    279928	    279928
1276	   -215333	    279746	    279664	    279664	    279664
1277	   -215968	    279470	    279399	    279399	    279399
1278	   -216587	    279210	    279140	    279140	    279140
1279	   -217191	    278967	    278892	    278892	    278892
1280	   -217778	    278737	    278648	    278648	    278648
1281	   -218364	    278500	    278403	    278403	    278403
1282	   -218978	    278238	    278156	    278156	    278156
1283	   -219609	    277972	    277916	    277916	    277916
1284	   -220202	    277747	    277691	    277691	    277691
1285	   -220742	    277569	    277477	    277477	    277477
1286	   -221257	    277389	    277255	    277255	    277255
1287	   -221861	    277126	    277009	    277009	    277009
1288	   -222535	    276816	    276745	    276745	    276745
1289	   -223176	    276539	    276481	    276481	    276481
1290	   -223777	    276302	    276226	    276226	    276226
1291	   -224347	    276081	    275975	    275975	    275975
1292	   -224948	    275824	    275715	    275715	    275715
1293	   -225605	    275526	    275445	    275445	    275445
1294	   -226248	    275244	    275173	    275173	    275173
1295	   -226869	    274981	    274907	    274907	    274907
1296	   -227483	    274727	    274651	    274651	    274651
1297	   -228076	    274489	    274398	    274398	    274398
1298	   -228675	    274242	    274141	    274141	    274141
1299	   -229296	    273974	    273875	    273875	    273875
1300	   -229934	    273690	    273597	    273597	    273597
1301	   -230585	    273396	    273313	    273313	    273313
1302	   -231232	    273108	    273026	    273026	    273026
1303	   -231860	    272834	    272736	    272736	    272736
1304	   -232499	    272544	    272434	    272434	    272434
1305	   -233176	    272220	    272116	    272116	    272116
1306	   -233870	    271880	    271779	    271779	    271779
1307	   -234579	    271526	    271423	    271423	    271423
1308	   -235296	    271159	    271047	    271047	    271047
1309	   -236048	    270758	    270651	    270651	    270651
1310	   -236828	    270333	    270235	    270235	    270235
1311	   -237617	    269903	    269801	    269801	    269801
1312	   -238398	    269469	    269341	    269341	    269341
1313	   -239232	    268984	    268841	    268841	    268841
1314	   -240113	    268446	    268288	    268288	    268288
1315	   -241078	    267822	    267673	    267673	    267673
1316	   -242134	    267127	    266994	    266994	    266994
1317	   -243181	    266424	    266243	    266243	    266243
1318	   -244310	    265624	    265395	    265395	    265395
1319	   -245625	    264652	    264412	    264412	    264412
1320	   -247050	    263567	    263240	    263240	    263240
1321	   -248616	    262295	    261792	    261792	    261792
1322	   -250649	    260554	    259963	    259963	    259963
1323	   -253220	    258278	    257685	    257685	    257685
1324	   -256415	    255425	    254959	    254959	    254959
1325	   -259991	    252215	    251843	    251843	    251843
1326	   -263840	    248753	    248387	    248387	    248387
1327	   -267848	    245116	    244559	    244559	    244559
1328	   -272308	    241024	    240245	    240245	    240245
1329	   -277546	    236183	    235335	    235335	    235335
1330	   -283770	    230419	    229934	    229934	    229934
1331	   -290821	    223887	    224619	    224619	    224619
1332	   -297743	    217479	    220537	    220537	    220537
1333	   -300640	    214888	    218944	    218944	    218944
1334	   -298089	    217663	    220347	    220347	    220347
1335	   -292667	    223496	    224119	    224119	    224119
1336	   -287160	    229460	    229026	    229026	    229026
1337	   -282333	    234705	    234068	    234068	    234068
1338	   -278246	    239196	    238823	    238823	    238823
1339	   -274456	    243421	    243263	    243263	    243263
1340	   -270352	    247916	    247394	    247394	    247394
1341	   -266606	    251961	    251118	    251118	    251118
1342	   -263991	    254885	    254391	    254391	    254391
1343	   -262063	    257239	    257398	    257398	    257398
1344	   -259658	    260121	    260428	    260428	    260428
1345	   -256475	    263678	    263621	    263621	    263621
1346	   -253451	    267078	    266912	    266912	    266912
1347	   -250536	    270371	    270176	    270176	    270176
1348	   -247695	    273584	    273323	    273323	    273323
1349	   -244949	    276655	    276285	    276285	    276285
1350	   -242540	    279389	    279003	    279003	    279003
1351	   -240419	    281814	    281451	    281451	    281451
1352	   -238647	    283930	    283637	    283637	    283637
1353	   -236998	    285913	    285571	    285571	    285571
1354	   -235505	    287671	    287236	    287236	    287236
1355	   -234475	    288990	    288619	    288619	    288619
1356	   -233766	    290017	    289747	    289747	    289747
1357	   -233240	    290878	    290682	    290682	    290682
1358	   -232813	    291649	    291488	    291488	    291488
1359	   -232439	    292365	    292205	    292205	    292205
1360	   -232131	    293010	    292849	    292849	    292849
1361	   -231906	    293576	    293427	    293427	    293427
1362	   -231746	    294081	    293949	    293949	    293949
1363	   -231630	    294547	    294426	    294426	    294426
1364	   -231540	    294987	    294865	    294865	    294865
1365	   -231472	    295398	    295269	    295269	    295269
1366	   -231458	    295759	    295641	    295641	    295641
1367	   -231481	    296090	    295988	    295988	    295988
1368	   -231510	    296415	    296319	    296319	    296319
1369	   -231546	    296737	    296638	    296638	    296638
1370	   -231574	    297059	    296943	    296943	    296943
1371	   -231623	    297351	    297226	    297226	    297226
1372	   -231733	    297593	    297486	    297486	    297486
1373	   -231860	    297823	    297728	    297728	    297728
1374	   -231979	    298057	    297958	    297958	    297958
1375	   -232108	    298281	    298179	    298179	    298179
1376	   -232248	    298493	    298390	    298390	    298390
1377	   -232402	    298691	    298588	    298588	    298588
1378	   -232570	    298875	    298777	    298777	    298777
1379	   -232751	    299050	    298960	    298960	    298960
1380	   -232933	    299229	    299138	    299138	    299138
1381	   -233093	    299420	    299309	    299309	    299309
1382	   -233269	    299584	    299465	    299465	    299465
1383	   -233507	    299702	    299605	    299605	    299605
1384	   -233744	    299824	    299733	    299733	    299733
1385	   -233969	    299952	    299854	    299854	    299854
1386	   -234203	    300070	    299968	    299968	    299968
1387	   -234451	    300175	    300074	    300074	    300074
1388	   -234711	    300268	    300173	    300173	    300173
1389	   -234979	    300357	    300266	    300266	    300266
1390	   -235244	    300449	    300358	    300358	    300358
1391	   -235501	    300546	    300448	    300448	    300448
1392	   -235767	    300632	    300533	    300533	    300533
1393	   -236043	    300710	    300612	    300612	    300612
1394	   -236327	    300781	    300685	    300685	    300685
1395	   -236615	    300848	    300753	    300753	    300753
1396	   -236904	    300914	    300814	    300814	    300814
1397	   -237195	    300974	    300867	    300867	    300867
1398	   -237506	    301014	    300907	    300907	    300907
1399	   -237838	    301035	    300934	    300934	    300934
1400	   -238180	    301051	    300950	    300950	    300950
1401	   -238512	    301067	    300953	    300953	    300953
1402	   -238875	    301049	    300948	    300948	    300948
1403	   -239282	    300998	    300955	    300955	    300955
1404	   -239687	    300987	    301012	    301012	    301012
1405	   -239927	    301142	    301145	    301145	    301145
1406	   -239998	    301426	    301340	    301340	    301340
1407	   -240071	    301693	    301558	    301558	    301558
1408	   -240214	    301888	    301765	    301765	    301765
1409	   -240428	    302034	    301961	    301961	    301961
1410	   -240622	    302213	    302167	    302167	    302167
1411	   -240746	    302456	    302400	    302400	    302400
1412	   -240818	    302746	    302655	    302655	    302655
1413	   -240862	    303043	    302909	    302909	    302909
1414	   -240965	    303281	    303138	    303138	    303138
1415	   -241134	    303457	    303329	    303329	    303329
1416	   -241345	    303597	    303487	    303487	    303487
1417	   -241576	    303724	    303622	    303622	    303622
1418	   -241798	    303852	    303743	    303743	    303743
1419	   -242044	    303958	    303848	    303848	    303848
1420	   -242303	    304050	    303940	    303940	    303940
1421	   -242585	    304117	    304022	    304022	    304022
1422	   -242892	    304175	    304103	    304103	    304103
1423	   -243159	    304273	    304193	    304193	    304193
1424	   -243387	    304394	    304289	    304289	    304289
1425	   -243643	    304489	    304382	    304382	    304382
1426	   -243918	    304567	    304469	    304469	    304469
1427	   -244198	    304644	    304549	    304549	    304549
1428	   -244474	    304723	    304626	    304626	    304626
1429	   -244755	    304797	    304700	    304700	    304700
1430	   -245036	    304871	    304770	    304770	    304770
1431	   -245320	    304939	    304834	    304834	    304834
1432	   -245621	    304991	    304890	    304890	    304890
1433	   -245932	    305036	    304939	    304939	    304939
1434	   -246243	    305080	    304985	    304985	    304985
1435	   -246554	    305124	    305030	    305030	    305030
1436	   -246868	    305168	    305073	    305073	    305073
1437	   -247172	    305215	    305117	    305117	    305117
1438	   -247497	    305248	    305162	    305162	    305162
1439	   -247808	    305295	    305212	    305212	    305212
1440	   -248108	    305355	    305270	    305270	    305270
1441	   -248388	    305431	    305331	    305331	    305331
1442	   -248667	    305500	    305390	    305390	    305390
1443	   -248977	    305543	    305443	    305443	    305443
1444	   -249302	    305580	    305490	    305490	    305490
1445	   -249600	    305635	    305536	    305536	    305536
1446	   -249908	    305679	    305580	    305580	    305580
1447	   -250227	    305717	    305621	    305621	    305621
1448	   -250543	    305757	    305659	    305659	    305659
1449	   -250857	    305795	    305694	    305694	    305694
1450	   -251184	    305823	    305727	    305727	    305727
1451	   -251515	    305850	    305757	    305757	    305757
1452	   -251834	    305885	    305787	    305787	    305787
1453	   -252165	    305911	    305815	    305815	    305815
1454	   -252487	    305942	    305842	    305842	    305842
1455	   -252822	    305962	    305869	    305869	    305869
1456	   -253159	    305984	    305897	    305897	    305897
1457	   -253482	    306021	    305928	    305928	    305928
1458	   -253783	    306068	    305960	    305960	    305960
1459	   -254117	    306089	    305988	    305988	    305988
1460	   -254455	    306107	    306011	    306011	    306011
1461	   -254792	    306126	    306033	    306033	    306033
1462	   -255127	    306147	    306058	    306058	    306058
1463	   -255458	    306177	    306085	    306085	    306085
1464	   -255765	    306221	    306110	    306110	    306110
1465	   -256094	    306240	    306128	    306128	    306128
1466	   -256457	    306234	    306138	    306138	    306138
1467	   -256812	    306236	    306142	    306142	    306142
1468	   -257159	    306245	    306146	    306146	    306146
1469	   -257508	    306249	    306150	    306150	    306150
1470	   -257871	    306245	    306153	    306153	    306153
1471	   -258216	    306255	    306157	    306157	    306157
1472	   -258565	    306260	    306160	    306160	    306160
1473	   -258919	    306261	    306163	    306163	    306163
1474	   -259277	    306260	    306165	    306165	    306165
1475	   -259628	    306265	    306167	    306167	    306167
1476	   -259979	    306269	    306167	    306167	    306167
1477	   -260333	    306267	    306163	    306163	    306163
1478	   -260700	    306255	    306155	    306155	    306155
1479	   -261072	    306239	    306144	    306144	    306144
1480	   -261442	    306226	    306134	    306134	    306134
1481	   -261803	    306221	    306125	    306125	    306125
1482	   -262162	    306217	    306117	    306117	    306117
1483	   -262525	    306208	    306108	    306108	    306108
1484	   -262897	    306191	    306099	    306099	    306099
1485	   -263269	    306180	    306094	    306094	    306094
1486	   -263615	    306189	    306094	    306094	    306094
1487	   -263963	    306197	    306097	    306097	    306097
1488	   -264315	    306199	    306100	    306100	    306100
1489	   -264670	    306200	    306104	    306104	    306104
1490	   -265022	    306204	    306107	    306107	    306107
1491	   -265372	    306211	    306110	    306110	    306110
1492	   -265717	    306217	    306109	    306109	    306109
1493	   -266087	    306203	    306105	    306105	    306105
1494	   -266458	    306191	    306100	    306100	    306100
1495	   -266809	    306195	    306095	    306095	    306095
1496	   -267162	    306195	    306091	    306091	    306091
1497	   -267528	    306184	    306085	    306085	    306085
1498	   -267895	    306174	    306078	    306078	    306078
